epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,222.178,0,117.348,0,0,0,0,0,0,186.553,0,0.000251307,0.000251307,0.000251307
2,437.773,0,99.8716,0,0,0,0,0,0,132.247,0,0.000497589,0.000497589,0.000497589
